clickability_test_id,eyecatcher_id,headline_1,headline_2,higher_CTR
5252e9df79dbd62654000084,5332c0611fae79f09f00cb62,"When White Collar And Blue Collar Folks Work Together, Magic Happens","Corporate America, Consider Yourself Schooled. You're Welcome.",2.0
52577a34a7a8b7dfa4000806,5332c0af1fae79f09f00d3ef,"Is It Getting Hot In Here Or Is It Just Me? Oh, Damn. It's Actually Getting Hot In Here.",I Get It. You Don't Think Climate Change Is Man Made. That's Sort Of Irrelevant Because Of This.,2.0
525b1bc5d3118734c90064da,5332c0ca1fae79f09f00d66a,They Say God Is Calling Them To Spread Homophobia In Africa. It's Clear Deeper Issues Are At Play.,An Incredibly Disturbing Look At How White Missionaries Are Spreading Homophobia In Uganda,2.0
525b1bc5d3118734c90064da,5332c0ca1fae79f09f00d66a,"They Say God Loves Uganda, But It Seems He Also Hates Gay People There Too",An Incredibly Disturbing Look At How White Missionaries Are Spreading Homophobia In Uganda,2.0
525b1bc5d3118734c90064da,5332c0ca1fae79f09f00d66a,An Incredibly Disturbing Look At How White Missionaries Are Spreading Homophobia In Uganda,"Homosexuals Face Execution​ In Uganda​, And It's Disturbing To See How It Got To That Point",1.0
525f2560f9c23fb2f80001fb,5332c0e91fae79f09f00d9ae,I Want To See What He Describes On My Cinema Screen,The Response He Received Spells Out A Much Bigger Problem That Hollywood Still Has,2.0
525f7fd9580e8df9e90043ee,5332c0ea1fae79f09f00d9dc,If A Photographer Asked You To Get This Close To A Stranger In The Name Of Art What Would You Say?,"A Photographer Convinces Strangers To Do Something Really Odd, And They Totally Love It",2.0
525f7fd9580e8df9e90043ee,5332c0ea1fae79f09f00d9dc,If A Photographer Asked You To Get This Close To A Stranger In The Name Of Art What Would You Say?,"At A Time When People Seem Addicted To Their Phones, This Kind Of Connection Is Totally Unexpected",2.0
526025aaadecf498f80004bc,5332c0ec1fae79f09f00da16,"If You Told Me I'd Be Fascinated By A Comic About Being Poor, I Would Have Thought You Were Drunk",When 15% Of Us Live Below This Line It Means We've Got A Lot More Work To Do,1.0
526025aaadecf498f80004bc,5332c0ec1fae79f09f00da16,When 15% Of Us Live Below This Line It Means We've Got A Lot More Work To Do,What Does It Mean To Be Poor In America?,2.0
526040c112899db1f3001e46,5332c0ee1fae79f09f00da4a,She's Worked 10 Years At McDonald's. She Asked A Simple Question Of Its President. Then Cops Came.,"When A Company Makes $5.5 Billion In Profit, Is It Not Time For Them To Share It?",1.0
526040c112899db1f3001e46,5332c0ee1fae79f09f00da4a,This Is What Happens When A Mother Of Two Asks The CEO Of McDonald's A Great Question,"When A Company Makes $5.5 Billion In Profit, Is It Not Time For Them To Share It?",1.0
526040c112899db1f3001e46,5332c0ee1fae79f09f00da4a,"What It Means To Speak Truth To Power, And Go To Jail For Doing It",She's Worked 10 Years At McDonald's. She Asked A Simple Question Of Its President. Then Cops Came.,2.0
526040c112899db1f3001e46,5332c0ee1fae79f09f00da4a,She's Worked 10 Years At McDonald's. She Asked A Simple Question Of Its President. Then Cops Came.,This Is What Happens When A Mother Of Two Asks The CEO Of McDonald's A Great Question,1.0
526040c112899db1f3001e46,5332c0ee1fae79f09f00da4a,"What It Means To Speak Truth To Power, And Go To Jail For Doing It",This Is What Happens When A Mother Of Two Asks The CEO Of McDonald's A Great Question,2.0
52606fe96913ef46cc00192e,5332c0f11fae79f09f00da95,"Congress Should Start Listening To The People. And By The Looks Of Things, The People Are Mad. ",A Television Journalist Loses His Cool And Confronts Someone Responsible For The Shutdown,2.0
5260a4607a5704623b002c3b,5332c0ee1fae79f09f00da47,"National Park Service Workers Tell The Truth About The Shutdown, And It's Very Real",What Some Of The People Affected By The Shutdown Have To Say About Its Devastating Effects. ,1.0
5260c5a8cf5970d637004796,5332c0f41fae79f09f00dad5,"Think About This: If Someone Grabbed You And Held You Down, How Would You React?","Someone Invented A Form Of Therapy That’s Actually More Like Torture, And They’re Using It On Kids",1.0
5260c5a8cf5970d637004796,5332c0f41fae79f09f00dad5,Something Sickening Is Happening To Some Of Our School Children And You Probably Have No Idea,"Someone Invented A Form Of Therapy That’s Actually More Like Torture, And They’re Using It On Kids",1.0
5260c5a8cf5970d637004796,5332c0f41fae79f09f00dad5,"When This Child Screams Like An Animal, They Call It Therapy?","Think About This: If Someone Grabbed You And Held You Down, How Would You React?",2.0
5260c5a8cf5970d637004796,5332c0f41fae79f09f00dad5,"When This Child Screams Like An Animal, They Call It Therapy?",Something Sickening Is Happening To Some Of Our School Children And You Probably Have No Idea,2.0
52616360060a550711009b0d,5332c0f81fae79f09f00db31,For 13 Years These Boys' Lives Were Filmed. The Result Is Better Than Any Reality Show I've Seen. ,"Move Over Reality TV. This New Thought-Provoking Movie Is Actually, Um, Real.  ",1.0
52616360060a550711009b0d,5332c0f81fae79f09f00db31,"I'd Compare It To A 13 Year-Long Reality Show. But This Is Actually, You Know, Real. And Very Good. ",For 13 Years These Boys' Lives Were Filmed. The Result Is Better Than Any Reality Show I've Seen. ,2.0
52616360060a550711009b0d,5332c0f81fae79f09f00db31,For 13 Years These Boys' Lives Were Filmed. The Result Is Better Than Any Reality Show I've Seen. ,"If You Were Filmed For 13 Years, What Would People Learn About Your Life?",1.0
5262a832fcc68db5fa006cae,5332c1071fae79f09f00dc99,Like The End Of A Romantic Comedy Where The Music Swells And Our Two Lovers Vow To Stay Together...,The Kind Of Love That Makes You Want To Invite All Your Friends And Relatives Over To Watch,2.0
5266a31b9a5c010a7a0034c0,5332c1171fae79f09f00de5a,Congress: I Think You Could Learn A Thing Or Two Watching These Teachers Solve Problems,Students Without Computers Learning To Program? Get Out Of Here With That BS.,1.0
5266a31b9a5c010a7a0034c0,5332c1171fae79f09f00de5a,Students Without Computers Learning To Program? Get Out Of Here With That BS.,These Teachers Are So Incredibly Devoted I Want To Reach Through The Screen To Hug Them,2.0
5266a31b9a5c010a7a0034c0,5332c1171fae79f09f00de5a,Students Without Computers Learning To Program? Get Out Of Here With That BS.,So That's What Hard Working Government Employees Look Like?  (Pssst...Can We Send This To Congress?),2.0
5267cdf93d6a8c07dc003f7b,5332c1231fae79f09f00dfb8,"A Little Girls Last Wish Is A Reminder For Us To Live Life To It's Fullest (And Pinkest)
","A Girl Had One Last Wish For Someone To Paint $500,000 Hot Pink For Her. So Someone Did.",2.0
52683542651fa46fc60007a9,5332c1241fae79f09f00dfcc,She Works At McDonald's And Called Its Help Line. You Won't Believe What They Told Her To Do.,"That Time When An Employee 'Help' Line Tells You You Need To Find A Pantry, Get SNAP And Medicaid",1.0
526878e7f1f16520b1001e52,5332c1051fae79f09f00dc7a,"Our Democracy Is The Envy Of The World, Except In 29 States Where People Die For No Good Reason. ",The Get-Rich-Quick Plan That Is Actually Killing People ,2.0
526878e7f1f16520b1001e52,5332c1051fae79f09f00dc7a,"That Time When CEOs Lost Our Money, Except They Lost Humans Instead Of Cash ",The Get-Rich-Quick Plan That Is Actually Killing People ,2.0
52692f4b029983d7910068d9,5332c12f1fae79f09f00e112,"Wait A Minute, This Makes No Sense. Why Can’t These Two Students Be Treated Equal?",These Kids Are Willing To Do The Work. Why Won’t The System Give Them The Credit?,1.0
52692f4b029983d7910068d9,5332c12f1fae79f09f00e112,What Does It Say When One Language Is Not Valued As Much As The Other?,"Wait A Minute, This Makes No Sense. Why Can’t These Two Students Be Treated Equal?",2.0
5272aaa7b3fa72187a001d14,5332c16b1fae79f09f00e6f3,Don't Ask Hilary Clinton A Question If You Can't Handle The Answer,Don't Ask Hilary Clinton About Abortion If You Can't Handle Her Answer,2.0
5272c92f28e1c858b0004189,5332b6e61fae79f09f001334,"He's Recognized Most For Drug Dealing, But Is Using His Fame To Help Another Struggle Facing Kids",TV Drug Dealer Turned Rapping Anti-Bullying Advocate? - YES. ,1.0
5272d0594afed5019c004866,5332c1781fae79f09f00e83a,Hit Singles Aren't Just About Money And Women. This Is About Women Not Being Allowed To Drive.,A Song About Not Letting Women Drive Cars Just Became A Hit Single,2.0
5272d0594afed5019c004866,5332c1781fae79f09f00e83a,"'No Woman, No Drive' — The Hit Song That's Sweeping Saudi Arabia And The World",Hit Singles Aren't Just About Money And Women. This Is About Women Not Being Allowed To Drive.,1.0
5277b5dec2864f37f600277b,5332c12e1fae79f09f00e0f9,The Eerie Thought About God That The Inventor Of The Nuclear Bomb Had When It Went Off,"When The First Nuclear Bomb Went Off, The Inventor Had An Eerie Thought About God",1.0
5277b5dec2864f37f600277b,5332c12e1fae79f09f00e0f9,Feeling Like A God? You Might Have Just Invented A Nuclear Bomb.,The Eerie Thought About God That The Inventor Of The Nuclear Bomb Had When It Went Off,2.0
5279d06f2e6207d70700260d,5332c1a11fae79f09f00ecbb,"Next Time Someone Tells You It’s Just ‘Enhanced Interrogation’, Show Them This. 
",This Video Goes From Ordinary To Breathlessly Disturbing At 30 Seconds,2.0
5279d06f2e6207d70700260d,5332c1a11fae79f09f00ecbb,This Video Goes From Ordinary To Breathlessly Disturbing At 30 Seconds,This Video Is Like The Being Beaten With The Business-End Of American Foreign Policy,1.0
5279d06f2e6207d70700260d,5332c1a11fae79f09f00ecbb,He Starts With His Feet Kicked Up On His Coffee Table. He Ends Struggling To Breathe.,This Video Is Like The Being Beaten With The Business-End Of American Foreign Policy,1.0
5279d06f2e6207d70700260d,5332c1a11fae79f09f00ecbb,He Starts With His Feet Kicked Up On His Coffee Table. He Ends Struggling To Breathe.,This Video Goes From Ordinary To Breathlessly Disturbing At 30 Seconds,2.0
527a9550674673c7350004e6,5332c1a81fae79f09f00ed81,What Should Have Been A Beautiful Kiss On A Skating Rink Has Never Been More Chilling,Making Out On A Skating Rink Has Never Been More Dangerous And Beautiful,1.0
527a9550674673c7350004e6,5332c1a81fae79f09f00ed81,What Should Have Been A Beautiful Kiss On A Skating Rink Has Never Been More Chilling,Making Out On A Skating Rink Has Never Been More Bittersweet,1.0
527a9550674673c7350004e6,5332c1a81fae79f09f00ed81,What Should Have Been A Beautiful Kiss On A Skating Rink Has Never Been More Chilling,Two Women Making Out On A Skating Rink Has Never Been More Dangerous And Poignant,1.0
527a9550674673c7350004e6,5332c1a81fae79f09f00ed81,Making Out On A Skating Rink Has Never Been More Serious,What Should Have Been A Beautiful Kiss On A Skating Rink Has Never Been More Chilling,2.0
527a9550674673c7350004e6,5332c1a81fae79f09f00ed81,Making Out On A Skating Rink Has Never Been More Dangerous And Beautiful,What Could Happen To Any Gay Person At This Year's Winter Olympics In Russia,1.0
527a9550674673c7350004e6,5332c1a81fae79f09f00ed81,What Should Have Been A Beautiful Kiss On A Skating Rink Has Never Been More Chilling,What Could Happen To Any Gay Person At This Year's Winter Olympics In Russia,1.0
527ab69d65671a0081004521,5332c1ab1fae79f09f00edd4,"Before Bill Nye, Before Neil deGrasse Tyson, There Was ... CARL SAGAN",Never Before Has Seeing A Photograph Implied So Much About Your Existence,2.0
527ab69d65671a0081004521,5332c1ab1fae79f09f00edd4,People Are Willing To Murder For A Tiny Piece Of This Pixel. That's Gotta Stop.,Never Before Has Seeing A Photograph Implied So Much About Your Existence,2.0
527ab69d65671a0081004521,5332c1ab1fae79f09f00edd4,Never Before Has Seeing A Photograph Implied So Much About Your Existence,"According To This Photograph, Your Life Is Meaningless. Don't Get Discouraged Yet, Though.",1.0
527b118dd2e94f4407006e78,5332c1ad1fae79f09f00ee12,"Jennifer Lawrence May Have Gotten Rid Of Some Of Her Hair, But She Still Has All Of Her Sense",That Girl From The Hunger Games Sure Has A Good Head On Her Shoulders,2.0
527b118dd2e94f4407006e78,5332c1ad1fae79f09f00ee12,"Having A Movie Star As A Role Model Is Usually A Bad Idea, But In This Case, It's A Good One",That Girl From The Hunger Games Sure Has A Good Head On Her Shoulders,2.0
527bea8be3b9cb208701d060,5332c1b81fae79f09f00ef2f,"He Writes Some Of The Most Popular, Complex Female Characters Ever. But He Doesn’t Like Feminists?",A Hollywood Director Attacks Feminists In Front Of Some Feminists And Gets Applause From Feminists,2.0
527bea8be3b9cb208701d060,5332c1b81fae79f09f00ef2f,A Hollywood Director Attacks Feminists In Front Of Some Feminists And Gets Applause From Feminists,"When Is Taliban Better Than Feminist? Bear With Him, He’s About To Make A *Phenomenal* Point.",1.0
527c669b2a1baa0bba0064f9,5332c1ba1fae79f09f00ef6b,They’ll Let Lesbians Do It. Straight Guys Even. But THESE People? Not A Chance.,The Government Agency That Would Rather Let You Die Than Touch A Gay Dude's Arm,1.0
527cfcd269875b3e6c010911,5332c1b41fae79f09f00eed3,This Is What One Veteran Wants You To Remember About Soldiers,"One Veteran Spoke The Truth And Totally Stunned The Crowd, Then Brought Them To Their Feet",2.0
527cfcd269875b3e6c010911,5332c1b41fae79f09f00eed3,"You Can Feel This Crowd Start Out A Bit Stunned, Then Turn It Into A Cheering, Clapping 'Heck Yeah!'",This Is What One Veteran Wants You To Remember About Soldiers,1.0
527cfcd269875b3e6c010911,5332c1b41fae79f09f00eed3,"One Veteran Spoke The Truth And Totally Stunned The Crowd, Then Brought Them To Their Feet","You Can Feel This Crowd Start Out A Bit Stunned, Then Turn It Into A Cheering, Clapping 'Heck Yeah!'",1.0
527cfcd269875b3e6c010911,5332c1b41fae79f09f00eed3,What Happens When One Veteran Speaks The Truth ,"One Veteran Spoke The Truth And Totally Stunned The Crowd, Then Brought Them To Their Feet",2.0
527e8de876fada6b31013977,5332c1ca1fae79f09f00f139,A New Way To Encourage Women To Eat Cheeseburgers Is As Bizarre As It Is Disturbing,Eating Cheeseburgers In Public Is No Longer Just For Men,1.0
527e8de876fada6b31013977,5332c1ca1fae79f09f00f139,A New Way To Encourage Women To Eat Cheeseburgers Is As Bizarre As It Is Disturbing,"This Is Not A Joke. You May Laugh, But You Shouldn’t. It’s Quite Horrifying. 
",2.0
527e8de876fada6b31013977,5332c1ca1fae79f09f00f139,Eating Cheeseburgers In Public Is No Longer Just For Men,"This Is Not A Joke. You May Laugh, But You Shouldn’t. It’s Quite Horrifying. 
",2.0
527e8de876fada6b31013977,5332c1ca1fae79f09f00f139,"This Is Not A Joke. You May Laugh, But You Shouldn’t. It’s Quite Horrifying. 
","Good News, Ladies. We've Figured Out A Way For You To Eat In Public! ",1.0
527f0acc4ef7437949003f9f,5332c1d01fae79f09f00f1db,A Moment On TV Just Earned A Standing Slow Clap Round Of Applause,"A Reporter Tried To Box Her In, So She Took Everything He Threw At Her And Flipped It In His Face",2.0
52815af1773c13f2b70013fc,5332b51e1fae79f09f0002b2,A Reporter Has An On-Air Mammogram And It Reveals She Has Cancer,She Woke Up One Day For A Cancer Test On National TV. Turns Out It Was A Good Morning To Take It.,1.0
52815af1773c13f2b70013fc,5332b51e1fae79f09f0002b2,She Woke Up One Day For A Cancer Test On National TV. Turns Out It Was A Good Morning To Take It.,She Took A Test On Live TV Hoping That It Would Save A Life. She Never Thought It Would Be Her Own.,2.0
52815af1773c13f2b70013fc,5332b51e1fae79f09f0002b2,A Reporter Has An On-Air Mammogram And It Reveals She Has Cancer,A Reporter's Life Is Saved Thanks To The Assignment She Got One Morning,1.0
52815af1773c13f2b70013fc,5332b51e1fae79f09f0002b2,A Reporter's Life Is Saved Thanks To The Assignment She Got One Morning,She Took A Test On Live TV Hoping That It Would Save A Life. She Never Thought It Would Be Her Own.,2.0
52816f1fbbae1107a00007a1,5332c1e01fae79f09f00f389,Who Has More Rights In America? A Terrorist Or A Marine Who Was Sexually Assaulted?,A Marine Was Assaulted. Her Commander Said She Deserved It For Wearing Running Shorts. Really.,2.0
52816f1fbbae1107a00007a1,5332c1e01fae79f09f00f389,"A Marine Breaks Down Crying Explaining What Happened To His Wife, A Marine",Who Has More Rights In America? A Terrorist Or A Marine Who Was Sexually Assaulted?,1.0
528187a845ccfa1b10000d68,5332c1de1fae79f09f00f344,Can Fast Food Really Be Good For The Soul? These Guys Think So. ,Fast Food Usually Grosses Me Out. But This Video Changed That For 2 Minutes And 10 Seconds. ,2.0
528238e53cf961bfd6006dc4,5332c1b21fae79f09f00ee9d,How One Airport Is About To Start Treating People With Dignity,A Minimum Wage Increase AND Paid Sick Leave? Wow...,1.0
52836efab059b679e1006e09,5332c1e71fae79f09f00f465,This Is Reality For Many Americans When It Comes to Anwering One Question,Food Stamps Have Been Cut By 5 Million. Think That Will Affect The Next Election?,1.0
52852148972cdf420e00a354,5332c1e51fae79f09f00f40e,Carl Sagan Tries To Explain Evolution To An Argumentative Guy,Please Don't Call Carl Sagan If You're Just Going To Yell Nonsense Instead Of Listening To Him,1.0
52852148972cdf420e00a354,5332c1e51fae79f09f00f40e,Please Don't Call Carl Sagan If You're Just Going To Yell Nonsense Instead Of Listening To Him,Carl Sagan Gets A Phone Call From A Guy Who Won't Stop Talking Nonsense. Sagan Handles It Well.,2.0
528696176939c1ccaf0021e4,5332c21d1fae79f09f00f9a5,Most Americans Are 5 Generations Removed From Something That Used To Be All Around Us,"Mother Nature Doesn't Take A Day Off. They Can't, Either.",1.0
528696176939c1ccaf0021e4,5332c21d1fae79f09f00f9a5,"They Make Stuff, Too; It's Just That You Hardly Ever See It Until You Sit Down For Dinner.","If We Didn't Have What They Make, We Would Die. True Story.",2.0
528696176939c1ccaf0021e4,5332c21d1fae79f09f00f9a5,Most Americans Are 5 Generations Removed From Something That Used To Be All Around Us,"They Make Stuff, Too; It's Just That You Hardly Ever See It Until You Sit Down For Dinner.",1.0
528a40c2306c34a2c50012dc,5332c21b1fae79f09f00f97c,"Being A Pink Princess Is Cute And All, But I Hope My Daughter Turns Out Like This Instead","3 Little Geniuses Are Left Alone In A House. The Results? Epic, Awesome And Every Other Adjective.",2.0
528a40c2306c34a2c50012dc,5332c21b1fae79f09f00f97c,"3 Little Geniuses Are Left Alone In A House. The Results? Epic, Awesome And Every Other Adjective.",Tired Of Ads Playing To The Worst Stereotypes Of Girls? Have I Got The 3 Little Geniuses For You.,1.0
528a40c2306c34a2c50012dc,5332c21b1fae79f09f00f97c,3 Little Girls Got Tired Of Being Sleeping Beauties. So They Woke Up And Made Some New Epic Rules.,"3 Little Geniuses Are Left Alone In A House. The Results? Epic, Awesome And Every Other Adjective.",2.0
528a40c2306c34a2c50012dc,5332c21b1fae79f09f00f97c,Girls Can Be Princesses If They Want. But They Can Be So Much More. Hilariously More.,"3 Little Geniuses Are Left Alone In A House. The Results? Epic, Awesome And Every Other Adjective.",2.0
528ba310e10b5a2dc5001f4f,5332c2221fae79f09f00fa47,"If You're Wondering What Life Is Like For Transgender Women, You're In The Right Place",A Few Things You Want To Know About Being Transgender But Were Afraid To Ask,2.0
528bb25f72a5a73e08003cda,5332c2221fae79f09f00fa47,"Hear A Little More About The ""T"" In GLBT",Things You Want To Know About Being Transgender But Were Afraid To Ask,2.0
528bb25f72a5a73e08003cda,5332c2221fae79f09f00fa47,A Few Things You Want To Know About Being Transgender But Were Afraid To Ask,"The ""T"" Might Be At The End Of GLBT, But For Them, It's The Beginning",1.0
528bb25f72a5a73e08003cda,5332c2221fae79f09f00fa47,"The ""T"" Might Be At The End Of GLBT, But For Them, It's The Beginning",Things You Want To Know About Being Transgender But Were Afraid To Ask,2.0
528cda3070125fdeb9003706,5332c22a1fae79f09f00fb1d,"The Day After His Dad Dies, He Waits Until The End Of His Show To Tell Us About It. Just Beautiful.","The Day After His Dad Dies, He Closes The Show By Telling Us About It. It's Pretty Great.",1.0
528e6bc8f7ead40afd003394,5332c24c1fae79f09f00feaf,A Neo-Nazi Walked Into A Jewish Man's Antique Store. Can You Guess What Happened Next?,"He Was Filled With Racism, Hate, And Swastika Tattoos. Then Someone Changed His Mind.",1.0
528e6bc8f7ead40afd003394,5332c24c1fae79f09f00feaf,Why Was A Guy With A Swastika Tattooed On His Neck Hired By A Jewish Shop Owner?,A Neo-Nazi Walked Into A Jewish Man's Antique Store. Can You Guess What Happened Next?,2.0
5296771ec5fae45c550013ee,5332c2741fae79f09f0102e3,And Then She Said That Part About What She Truly Wants For Her Grandson,"She Got Asked If She Could Say Anything To The Huge Audience, What Would It Be? She Immediately Knew",2.0
5296771ec5fae45c550013ee,5332c2741fae79f09f0102e3,"She Got Asked If She Could Say Anything To The Huge Audience, What Would It Be? She Immediately Knew",Looks like Jane Fonda And I Completely Agree On One Thing We Both Want For The Future Of Young Men,1.0
5296771ec5fae45c550013ee,5332c2741fae79f09f0102e3,They Asked If She Had Anything Else She Wanted To Say To The Audience. That's When She Took It Home,Looks like Jane Fonda And I Completely Agree On One Thing We Both Want For The Future Of Young Men,1.0
5296771ec5fae45c550013ee,5332c2741fae79f09f0102e3,And Then She Said That Part About What She Truly Wants For Her Grandson,They Asked If She Had Anything Else She Wanted To Say To The Audience. That's When She Took It Home,2.0
529a4c1eacf05b263b000b50,5332c2771fae79f09f01034c,"Mallika Sherawat Stands up For Women's Rights In Her Country, And Publicly Fights For Them",Female Journalist Can't Believe Actress Could Criticize India That Way. She Gets A Lesson.,2.0
529a4c1eacf05b263b000b50,5332c2771fae79f09f01034c,Bollywood Actress Given Chance To Apologize For Criticizing India. She Fights Back Instead.,"Mallika Sherawat Stands up For Women's Rights In Her Country, And Publicly Fights For Them",1.0
529a4c1eacf05b263b000b50,5332c2771fae79f09f01034c,"Mallika Sherawat Stands up For Women's Rights In Her Country, And Publicly Fights For Them","She's Not Sorry For What She Said. In Fact, She's Just Getting Angrier.",2.0
529d2985c8322709000001b0,5332c27c1fae79f09f0103d2,"According To This Animation, 'Finding Nemo' Isn't A Children's Movie. It's A Warning.",Pretty Soon We'll Start Seeing 'Finding Nemo' As A Warning. This Animation Will Show You How.,1.0
529d2985c8322709000001b0,5332c27c1fae79f09f0103d2,"'Finding Nemo' Isn't A Children's Movie, It's A Warning. This Animation Will Show You How.",Pretty Soon We'll Start Seeing 'Finding Nemo' As A Warning. This Animation Will Show You How.,1.0
529d2985c8322709000001b0,5332c27c1fae79f09f0103d2,Pretty Soon We'll Start Seeing 'Finding Nemo' As A Warning. This Animation Will Show You How.,"'Finding Nemo' Is A Warning, Not A Children's Movie. This Animation Will Show You How.",2.0
52a0f4866a71e05cf10006b3,5332c2a81fae79f09f010914,"The Children Are Singing In The Halls Of Power, And They Won't Take No For An Answer","Watch Two Policeofficers React To Civil Disobedience, And What Happens After",2.0
52a0f4866a71e05cf10006b3,5332c2a81fae79f09f010914,"Watch Two Policeofficers Handle A Bunch Of Children Protesting The Law, And How They Handle It","The Children Are Singing In The Halls Of Power, And They Won't Take No For An Answer",1.0
52a16b68f478ef23fd00006b,5332c2b01fae79f09f0109e4,I Was As Shocked As That Cute Little Boy At The Crazy Direction This Ad Took At The End,Seems Like An Odd Message For A Company That Makes Things That Beat People Up,1.0
52a16b68f478ef23fd00006b,5332c2b01fae79f09f0109e4,Young Teen Trains Hard. Little Brother In Danger. Where's The Right Hook?,I Was As Shocked As That Cute Little Boy At The Crazy Direction This Ad Took At The End,2.0
52a51738ea590df7260060b6,5332c2cd1fae79f09f010d8a,Is A Moment Of Silence Going To Solve Gun Violence?,"Sometimes, Silence Is A Good Thing. Here, It's Most Definitely Not.",2.0
52a51738ea590df7260060b6,5332c2cd1fae79f09f010d8a,Tired of People Senselessly Dying? Me Too.,"Sometimes, Silence Is A Good Thing. Here, It's Most Definitely Not.",2.0
52a51738ea590df7260060b6,5332c2cd1fae79f09f010d8a,It's Been One Year Since A Really Terrible Event Took Place. What's Changed Since Then?,Is A Moment Of Silence Going To Solve Gun Violence?,1.0
52a56dfeea590d2e230084e5,5332c2c21fae79f09f010c13,I Know Far Too Many People Who Were Almost A Statistic On This Map. And Some Who Are.,This Map Looks Really Pretty ... Until You Realize What It Means,2.0
52a56dfeea590d2e230084e5,5332c2c21fae79f09f010c13,This Map Looks Really Pretty ... Until You Realize What It Means,"Why There Are So Many Blue Dots On This Map, And Why We Should All Care",1.0
52a56dfeea590d2e230084e5,5332c2c21fae79f09f010c13,"I Loved The Pretty Dots On This Map ... But Upon Further Inspection, I Felt Sick To My Stomach","Why There Are So Many Blue Dots On This Map, And Why We Should All Care",1.0
52a56dfeea590d2e230084e5,5332c2c21fae79f09f010c13,I Know Far Too Many People Who Were Almost A Statistic On This Map. And Some Who Are.,"I Loved The Pretty Dots On This Map ... But Upon Further Inspection, I Felt Sick To My Stomach",2.0
52a6a90cd5395fede900034e,5332c2cb1fae79f09f010d1f,"A Gigantic Bully Tried To Mess With One Young Farmer, But She's Not Havin' It","Those Business-y Folk May Have Boatloads Of Cash, But These Farmers Have Tenacity. And Cute Animals.",1.0
52a6a90cd5395fede900034e,5332c2cb1fae79f09f010d1f,"A Gigantic Bully Tried To Mess With One Young Farmer, But She's Not Havin' It",Meet The Town Of Tenacious Farmers That Refuses To Be Bullied,1.0
52a6a90cd5395fede900034e,5332c2cb1fae79f09f010d1f,"A Gigantic Bully Tried To Mess With One Young Farmer, But She's Not Havin' It",In Which A Tenacious Podunk Town Takes On A Big Business Bully,1.0
52a765bbb7477d022f00314c,5332c2d01fae79f09f010dd2,Why Cindy Crawford Set Out To Be Financially Independent,"For Many Divorced Women, Having To Deal With This Every Week Is Simply What Life Is",2.0
52a765bbb7477d022f00314c,5332c2d01fae79f09f010dd2,How Men Sometimes Control The Power In A Relationship Even When It's Over,Why Cindy Crawford Set Out To Be Financially Independent,1.0
52a765bbb7477d022f00314c,5332c2d01fae79f09f010dd2,How Men Sometimes Control The Power In A Relationship Even When It's Over,How The Power Struggle That Cindy Crawford Watched Between Her Mother And Father Shaped Who She Is,1.0
52a765bbb7477d022f00314c,5332c2d01fae79f09f010dd2,How The Power Struggle That Cindy Crawford Watched Between Her Mother And Father Shaped Who She Is,"For Many Divorced Women, Having To Deal With This Every Week Is Simply What Life Is",2.0
52a8d50c5d65a802ff00019f,5332c2e21fae79f09f010fed,"Turns Out, Happiness Is Sorta Like A Muscle. And Here's How You Can Exercise It.","Finally, Scientific Proof As To Why You Love Upworthy So Much ;)",1.0
52a8d50c5d65a802ff00019f,5332c2e21fae79f09f010fed,"How To Make The Happiness Chemicals In Your Blood Better, Faster, Stronger!",Ever Wonder Why Watching Meaningful Videos On The Internet Gives Us That Little Boost Of Happiness?,1.0
52a8d50c5d65a802ff00019f,5332c2e21fae79f09f010fed,"How To Make The Happiness Chemicals In Your Blood Better, Faster, Stronger!","Finally, Scientific Proof As To Why You Love Upworthy So Much ;)",1.0
52a8d50c5d65a802ff00019f,5332c2e21fae79f09f010fed,"Turns Out, Happiness Is Sorta Like A Muscle. And Here's How You Can Exercise It.",Ever Wonder Why Watching Meaningful Videos On The Internet Gives Us That Little Boost Of Happiness?,1.0
52a8e637c5a9cc68150005b8,5332c2e31fae79f09f01101a,You Never Know What Acts Of Generosity And Courage Will End Up Being The Most Remembered,"A Firefighter Went To Put Out A Fire, But He Had No Idea He Would Be A Hero Of A Different Kind",2.0
52aa42e850707cdfbb00228d,5332c31a1fae79f09f011670,"Women? Choice? Ha Ha Ha, Not In this Hospital.",Women Not Getting The Reproductive Healthcare They Need? How About No.,1.0
52aac89bddc22f097800532f,5332c2f81fae79f09f011268,"One Photo A Day Can Keep The Doctor Away? Maybe, Just Maybe.",You Know You Take Zillions Of Photos With Your Cellphone Anyway; Why Not Do This With Them?,2.0
52ab4c1d5ff9c8ec92000283,5332c2fe1fae79f09f01132b,A Total Genius Explains How The Future Might Look If We Are All A Little More... Empathetic?,"Is That Your Globally-Extended Identity, Or Are You Just Happy To See Me?",1.0
52b0ce214a5556af31001265,5332c3241fae79f09f0117b1,Have You Asked Yourself How Many Of Your Holiday Emails And Trips To The Mall The NSA Has Tracked?,We Would Punch These Santa Spies In The Face In Real Life. Why Are We Accepting Them Online?,2.0
52b33002398b1b1d86004265,5332c3371fae79f09f0119a5,What They're Doing To Kids In Pennsylvania Is Dooming Them To Fail,Is This The Future Of Education For All Of Our Kids?,1.0
