,test_id,headline,impressions,impressions,clicks,CTR,ini_CTR
5960,1731,WOW: A Group Of Human Beings Helping Other Human Beings Live Like...Human Beings,3452.0,3452.0,23.0,0.006662804171494786,0.009930828055095545
5961,1731,You Can't Help But See The Joy In These People Now That They're No Longer Ignored,3440.0,3440.0,21.0,0.006104651162790698,0.009884789280246647
5962,1731,You Can't Help But See The Life In These People Now That They're No Longer Ignored,3444.0,3444.0,28.0,0.008130081300813009,0.008636875538339323
5967,1733,"Obama, We Are Demanding You To Do This. And So Is Morgan Freeman.",3627.0,3627.0,89.0,0.024538185828508408,0.019669777573383184
5968,1733,WATCH: A Must-See For Anyone Who Wants To Leave The World A More Peaceful Place,3505.0,3505.0,60.0,0.017118402282453638,0.014438534381717452
5969,1733,"We Both Know You'll Listen To Morgan Freeman Say Anything, So Spare Us The Denial And Watch This",3483.0,3483.0,93.0,0.026701119724375538,0.020275342656545528
5970,1733,"This Isn't Hippy-Dippy-Peace Talk, This Is I-want-my-friends-and-family-to-have-a-future Talk
",3563.0,3563.0,78.0,0.02189166432781364,0.006255984589701288
6005,1744,ZOOM IN: A Collage Takes Bits And Pieces Of Hate And Turns Them Into Something Beautiful,3442.0,3442.0,39.0,0.011330621731551424,0.012860636074736883
6006,1744,"True Art Takes Foaming Hatred, Reduces It To Bits, And Turns It Into Something Beautiful. Come See.",3421.0,3421.0,25.0,0.007307804735457469,0.010195898438130563
6007,1744,"Sometimes You Have To Stand Back From The Ugly To See The Big Beautiful Picture
",3450.0,3450.0,41.0,0.011884057971014493,0.016710076512904116
6091,1769,Hold On A Sec. Why Isn't My Lunch Worth More Than Where It Came From?,3564.0,3564.0,34.0,0.009539842873176206,0.008703211492763306
6093,1769,HOLD ON. Why Isn't My Lunch Worth MORE Than Where It Came From!?,3573.0,3573.0,32.0,0.008956059333893087,0.0076752461067204365
6094,1769,"Waaaaiiiiit, Am I The Only One Who Thinks My Lunch Should Be Worth MORE Than Where It Came From?",3654.0,3654.0,42.0,0.011494252873563218,0.009894403192708484
6096,1770,Pixar Doesn’t Produce Pieces Like This But Maybe They Should?,3474.0,3474.0,45.0,0.012953367875647668,0.023987417185493874
6097,1770,A Vivid Description Of The Day The Ghost Began To Haunt Him,3472.0,3472.0,32.0,0.009216589861751152,0.01068422719877006
6115,1776,This Shiny Dude Is Just One More Way That New Orleans Is Beautiful And Resilient.,2413.0,2413.0,18.0,0.0074595938665561546,0.005799766700832829
6116,1776,"Think A Giant Metal Stick Figure Can’t Save Anyone’s Life? Think Again.
",2460.0,2460.0,31.0,0.012601626016260163,0.01635013877274176
6222,1806,"The Good News Is Also The Bad News: Insecure Girls, You Are Not Alone",3805.0,3805.0,32.0,0.008409986859395532,0.010188301924313808
6223,1806,"These Boys Give New Meaning To The Words, ‘Beach Body’",3693.0,3693.0,24.0,0.006498781478472786,0.009939627617952043
6224,1806,These Teens Transform Crippling Insecurities Into A Hilarious Performance,3678.0,3678.0,63.0,0.017128874388254486,0.017522257014152415
6225,1806,These Guys Prove That I Don’t Have A Clue What Goes On In Teenage Boys’ Minds,3877.0,3877.0,64.0,0.016507608976012382,0.018276332180370555
6267,1818,"This Video Isn't Real, But What It Could Mean For The Next Roof Over Your Head Is As Real As It Gets",3551.0,3551.0,17.0,0.0047873838355392846,0.008356587823984596
6268,1818, The Law Most Landlords Hope You Never Hear About.,3721.0,3721.0,68.0,0.018274657350174684,0.016905039685719905
6269,1818,Congress Passes A Law That Every Apartment-Hunting American Can Hug Them For.,3471.0,3471.0,49.0,0.014116969173148948,0.005287691764461075
6270,1818,The Thing I Wish I Had Known All These Years Looking For Apartments To Rent. ,3759.0,3759.0,58.0,0.015429635541367386,0.01711485191055065
6343,1839,"Video Game Logic: If We're Going To Be Violent To Women, They Might As Well Be Naked",2916.0,2916.0,62.0,0.021262002743484224,0.0095428902799822
6344,1839,"If You're A Female Character In A Video Game, You're Gonna Have A Bad Time",2877.0,2877.0,55.0,0.019117135905457074,0.00511237761290784
6345,1839,"If You're A Woman In A Video Game, Your Chances Of Getting Killed Just Skyrocketed",2829.0,2829.0,29.0,0.010250972074938141,0.004725350745762181
6346,1839,Who Doesn't Like A Little Gratuitous Nudity To Go With Their Violence Towards Women?,2917.0,2917.0,78.0,0.026739801165581077,0.016720918323768444
6347,1839,"Violence, Nudity, And Objectification — The Tired Tropes Of Modern Video Games",2819.0,2819.0,56.0,0.019865200425682867,0.010774014591412633
6409,1854,"As Far As Heartwarming Commercials Go, This One Is Hugtacular",3529.0,3529.0,72.0,0.020402380277699066,0.015113102928180116
6410,1854,"As Far As Heartwarming Commercials Go, This One Is Lovetacular",3490.0,3490.0,76.0,0.02177650429799427,0.01777856574642005
6456,1867,When Is A Confession Not A Confession? When Someone Holds A Lighter To Your Balls.,4238.0,4238.0,44.0,0.010382255781028787,0.012164977955828802
6457,1867,"You've Heard About The IRA, But Have You Heard About Their Best Recruitment Vehicle?",4113.0,4113.0,35.0,0.008509603695599319,0.009052976445024688
6458,1867,Children And Lives Destroyed By Police In Northern Ireland.  Where's The Outrage?,4017.0,4017.0,19.0,0.004729897933781429,0.015681987163909245
6459,1867,"Profiling And Police Brutality, I Guess It's Not Just An American Problem After All",4137.0,4137.0,29.0,0.007009910563210055,0.014020809463532714
6510,1881,The Most Heartwarming And Complicated Family Portrait I've Ever Seen,3304.0,3304.0,43.0,0.01301452784503632,0.016113391716516427
6511,1881,The Most Touching And Way Complexiest Family Portrait I've Ever Seen,3276.0,3276.0,41.0,0.012515262515262516,0.019355981862513947
6512,1881,You Think Your Family Is Complicated? Try Taking A Group Photo With This Guy's Family.,3140.0,3140.0,40.0,0.012738853503184714,0.0181284222384361
6540,1888,Watch This Teacher Make Her 3rd Grade Kids Hate Each Other For The Best Reason Imaginable,3233.0,3233.0,131.0,0.040519641200123725,0.03256143180866522
6541,1888,Watch A Teacher Make Her 3rd Grade Kids Hate Each Other For The Best Reason Imaginable,3295.0,3295.0,154.0,0.046737481031866465,0.03461783912023252
6542,1888,This Teacher Made Her 3rd Grade Kids Hate Each Other. She Had The Best Reason Imaginable.,3149.0,3149.0,141.0,0.04477611940298507,0.03503821447431813
6648,1920,"The Cafeteria Staff Is Refusing To Eat, But It Has Nothing To Do With The Quality Of The Food
",4742.0,4742.0,29.0,0.006115563053563897,0.014020998094037285
6649,1920,"Why Lunch Ladies Are Refusing To Take A Single Bite
",3926.0,3926.0,22.0,0.0056036678553234845,0.014613693706899931
6650,1920,Can You Imagine Anything Worse For Schools Than Teacher Layoffs? It’s Happening Right Now.,4320.0,4320.0,11.0,0.0025462962962962965,0.007121553536940392
6659,1923,Here's The First Marriage Proposal On TV After DOMA Was Ruled Unconstitutional. You're Welcome.,3762.0,3762.0,40.0,0.01063264221158958,0.0130234365256874
6661,1923,"If You Are Wondering What It Looks Like When The Supreme Court Says You Can Get Married, Here Ya Go",4389.0,4389.0,26.0,0.005923900660742766,0.020618900073362735
6662,1923,"If You Think This Is A Threat To Your Marriage, You Are Doing It Wrong",4442.0,4442.0,23.0,0.005177847816298964,0.014403309607404356
6705,1935,"Photographer Sick of Fashion, Reframes His Idea Of Beauty –– With Lovely Results",3394.0,3394.0,52.0,0.015321154979375369,0.02220043663980565
6706,1935,"Photographer Tired of Fashion, Reframes His Idea Of Beauty –– With Gorgeous Results",3732.0,3732.0,75.0,0.02009646302250804,0.020102697605897522
6707,1935,"Photographer Who Is Sick of Fashion, Reframes His Idea Of Beauty –– With Gorgeous Results",3549.0,3549.0,78.0,0.02197802197802198,0.02219521174660678
6771,1953,"I Love My Country, But Sometimes I Hate The Way It Treats People",3768.0,3768.0,9.0,0.0023885350318471337,0.012804482407274585
6773,1953,These Are People Like You And Me. Except Their Family Has Been Ripped Apart.,3460.0,3460.0,10.0,0.002890173410404624,0.007477636855756185
6774,1953,These Are People Like You And Me. Except They’re Much More Alone.,3951.0,3951.0,10.0,0.002531004808909137,0.008363982113291228
6776,1954,"Alcoholism, Bulimia, And Drug Addiction Taught This Mom That Life Is Brutiful ",4095.0,4095.0,15.0,0.003663003663003663,0.017504790066876382
6808,1965,"Just When We Think We're Not Enough For Our Kids, It Turns Out We're More Than We Imagined",3315.0,3315.0,32.0,0.009653092006033183,0.009918742144154311
6854,1978,What's The Dumbest Thing You Could Say To A Congresswoman Who Lost Her Legs In Battle? THIS.,3705.0,3705.0,68.0,0.01835357624831309,0.020365930853595858
6865,1982,"QUICK: What's The Fifth Amendment!? If You Don't Know It, You Might Be In Trouble",3314.0,3314.0,18.0,0.005431502715751358,0.00704324281481033
6866,1982,A Supreme Court Ruling Just Gave The Fifth Amendment The Middle Finger. No One's Talking About It.,3375.0,3375.0,16.0,0.004740740740740741,0.01208520266207303
6867,1982,Why Is Everyone So Silent On The Supreme Court Ruling That Messed With Our Right To Remain Silent?,3343.0,3343.0,14.0,0.004187855219862399,0.011370717955987628
6868,1982,The Supreme Court Did WHAT!? The Terrifying Ruling No One's Talking About.,3353.0,3353.0,34.0,0.010140172979421413,0.019459698966202508
6873,1984,The Supreme Court Did WHAT!? The Terrifying Ruling No One's Talking About.,3865.0,3865.0,32.0,0.008279430789133247,0.019459698966202508
6874,1984,Is Knowing The Bill Of Rights REALLY Necessary To Be Protected By Them?,3251.0,3251.0,9.0,0.0027683789603199014,0.005831436974117282
6875,1984,The Supreme Court Ruling You Didn't Hear About—It's Not All Rainbows And Happiness,3024.0,3024.0,18.0,0.005952380952380952,0.008181335422962526
6876,1984,"In Case You Missed It, The Supreme Court Just Destroyed Your Fifth Amendment Rights",3454.0,3454.0,27.0,0.00781702374059062,0.02201021408852753
6880,1985,A Photographer Captures Some Powerful Moments In Brazil As Protesters Stand Up For Their Rights,3124.0,3124.0,10.0,0.003201024327784891,0.003106449877848811
6946,2004,I Never Thought I'd See Something So Hardcore on Sesame Street's Lesson Plan,4225.0,4225.0,24.0,0.005680473372781065,0.01987776910765906
6947,2004,Sesame Street Takes The Phrase Educational Programming To A Whole New Level,4975.0,4975.0,12.0,0.002412060301507538,0.018144575919239736
6948,2004,"Can You Tell Me How To Get, How To Get To... Jail?",4113.0,4113.0,9.0,0.002188183807439825,0.006768251781731011
6949,2004,Whoa. Apparently No Topic Is Off Limits For Sesame Street. ,4975.0,4975.0,27.0,0.005427135678391959,0.014464873648958779
6980,2013,"This Old, Blind Couple Is Giving The Funkiest Sounding Audible Middle Finger To Islamist Rebels. ",3859.0,3859.0,14.0,0.003627882871210158,0.01445904817585365
6981,2013,"Their Music May Not Be Top 40 Material, But It's Totally Number One On My Protest Playlist.",4300.0,4300.0,11.0,0.0025581395348837207,0.009261348572774022
6982,2013,The Most Beautiful Sounding Middle Finger To Islamist Rebels I've Ever Heard.,3688.0,3688.0,29.0,0.007863340563991324,0.010912204934663656
6983,2013,"Love Is Blind, Talent Is A Gift, And Using Your Talents To Make A Stand Is Just Plain Inspiring.",4027.0,4027.0,10.0,0.0024832381425378696,0.012174447711947641
7015,2022,This Video Celebration Is Like A Unicorn Leaping Into A Pool Full Of Skittles,4038.0,4038.0,13.0,0.0032194155522535907,0.0017008993613395204
7040,2030,Why Aren't There More Ads For Kids Like This?,2639.0,2639.0,31.0,0.011746873815839333,0.02007894584570974
7042,2030,Someone Seemed To Have The Right Idea 20 Years Ago - So Why Not Bring It Back?,2777.0,2777.0,32.0,0.011523226503420959,0.009669198972315898
7043,2030,Here's Some Retro Advertising That Makes A Lot More Sense For Kids Than What's Around Today,2944.0,2944.0,43.0,0.014605978260869566,0.021642541241174346
7061,2035,Rachel Maddow Calmly And Rationally Dismantles Anti-Gay Dude's Poorly Thought Out Marriage Arguments,2504.0,2504.0,76.0,0.03035143769968051,0.04121089519701894
7062,2035,"Rachel Maddow Uses Logic, Math And Reason To Dismantle Anti-Gay Guy's Invalid Argument On Marriage",2436.0,2436.0,66.0,0.027093596059113302,0.038507154271298624
7063,2035,"An Anti-Gay Dude Panics About Gay Marriage. Rachel Maddow Teaches Him About Facts, Math And Reality.",3716.0,3716.0,91.0,0.02448869752421959,0.04200078450981136
7074,2038,It Only Took Rachel Maddow 48 Seconds To Take Apart An Anti-Gay Zealot's Flawed Ideas On Marriage,3238.0,3238.0,138.0,0.0426189005558987,0.048925445586949126
7152,2059,You Could Get Your Little Girl A Barbie. But Wouldn't You Prefer She Learned How To Do Stuff?,2211.0,2211.0,28.0,0.012663952962460425,0.018074627372429833
7154,2059,My Daughter Will Not Be Defined By The Color Pink. She Will Define How To Engineer Pink.,3813.0,3813.0,34.0,0.008916863362182009,0.015281037977843727
7188,2070,"If You Wrote A Letter To Your 12-Year-Old Self, Would It Sound A Bit Like These?",2711.0,2711.0,48.0,0.01770564367392106,0.014263789616685852
7189,2070,What If You Could Write A Letter To The Bully In Your Middle School? What If That Bully Was You?,2674.0,2674.0,25.0,0.009349289454001496,0.007052286541247152
7190,2070,"Some Proof That We Don't Always Get The ""Be A Good Person"" Thing Right The First Time",2781.0,2781.0,35.0,0.012585400934915498,0.014797003213104561
7191,2070,"Helping Australian Teens Fight Bullying, One Letter To The Past At A Time",2631.0,2631.0,12.0,0.004561003420752566,0.006605879524773322
7255,2088,There's Some Crazy Stuff Happening In This Dystopian Suburban Neighborhood,2589.0,2589.0,44.0,0.016994978756276556,0.014693162629104214
7256,2088,What Would Suburbia Look If It Had The Same Water Resources As Africa?,2643.0,2643.0,80.0,0.03026863412788498,0.006303046752004361
7257,2088,This Bleak Scene Could Be Reality If We Don't Start Conserving A Certain Precious Resource,2949.0,2949.0,47.0,0.01593760596812479,0.011716608798301772
7258,2088,Can You Even Imagine Life Without A Bajillion Gallons Of Water Use Each Day?,3000.0,3000.0,32.0,0.010666666666666666,0.006194286546068725
7299,2100,Provocative Celebrities Talk About Alot Of Things But The Value Of Work Is Not Usually One Of Them,2619.0,2619.0,14.0,0.005345551737304314,0.008897637045053503
7300,2100,"HOT CELEB TRENDS: Tuxedos, White Ties and Reflecting Thoughtfully On Workers Rights",2979.0,2979.0,2.0,0.000671366230278617,0.007424492613709853
7301,2100,"Rapper Makes A Reference On Needing To Use A Fist In A Way You Wouldn't Imagine
",2734.0,2734.0,44.0,0.016093635698610095,0.020721692417960548
7302,2100,What Musician Wyclef Said About His Childhood Will Move Your Body. Into Activism.,2656.0,2656.0,29.0,0.010918674698795181,0.00952940519241249
7390,2123,"NSA, Add Him To Your Surveillance List! He's Dropping Truth Bombs Like A Boss",2643.0,2643.0,57.0,0.021566401816118047,0.011878441633000744
7391,2123,Choo Choo! Do You Hear That? That's The Pentagon Pushing Its Agenda Along The Hypocrisy Track,3082.0,3082.0,41.0,0.013303049967553536,0.0018988994411640748
7392,2123,"Dear US Government: This Guy Has Nailed A Hammer On Your Hypocrisy Head
",2679.0,2679.0,62.0,0.023142963792459875,0.024537608747334152
7393,2123,"So Let Me Get This Straight. There Are ""Good"" Leaks And Their Are ""Bad"" Leaks? Right. 
",2642.0,2642.0,46.0,0.0174110522331567,0.004319411286082461
7398,2125,What Happens When An Australian 'Management Team' Tries To Figure Out Its Workers,2488.0,2488.0,41.0,0.01647909967845659,0.012289984452327426
7399,2125,"What, Did You Think These Things Were Just Given To Us Because EVERYBODY'S Nice When They Own A Company?",2891.0,2891.0,29.0,0.010031131096506399,0.010692944969641899
7400,2125,"I Once Had A Boss That Told Us, 'If You Get Fired, You're Firing Yourself'",2706.0,2706.0,49.0,0.01810790835181079,0.005055096033470827
7401,2125,"If Mr. Burns From 'The Simpsons' Ran A Company Meeting, It Would Probably Go A Little Something Like This",3004.0,3004.0,54.0,0.017976031957390146,0.015887399590062398
7406,2127,What Would Suburbia Look If It Had The Same Water Resources As Africa?,2776.0,2776.0,123.0,0.04430835734870317,0.006303046752004361
7407,2127,Is This What Suburbia Would Look If It Had The Same Water Resources As Africa?,2898.0,2898.0,94.0,0.03243616287094548,0.007026245590549238
7408,2127,What Would Life Look If We Had The Same Water Resources As Africa?,2735.0,2735.0,110.0,0.04021937842778794,0.01
7409,2127,What Would Suburbia Look If It Had The Same Minimal Water Resources As Africa?,2648.0,2648.0,91.0,0.034365558912386705,0.00749930597419479
7414,2129,"Need A 5 Minute Summary Of The US Government's NSA Hypocrisy? This Would Be It.
",2825.0,2825.0,57.0,0.020176991150442476,0.018349760795417204
7415,2129,Dear US Government: This Guy Has Nailed A Hammer On Your Hypocrisy Head,2917.0,2917.0,54.0,0.018512170037709975,0.02180809757999475
7416,2129,"""Crap. I Really Hope America Doesn't Listen To This Dude"" - The US Government. Probably.
",2533.0,2533.0,78.0,0.030793525463876825,0.017354538759895517
7417,2129,"It's Funny That This TV Reporter Is Calling Out This Hypocrisy, But Those Who Should Be Aren't
",2702.0,2702.0,80.0,0.029607698001480384,0.02527422606899086
7617,2184,"So If Her Parents Had Given Up, They Never Would Have Seen This ",1901.0,1901.0,72.0,0.03787480273540242,0.016550335654748796
7618,2184,"So If Her Parents Had Given Up, This Is What They Would Have Missed ",1852.0,1852.0,45.0,0.02429805615550756,0.018939523650338304
7619,2184,Would You Have Given Up On Her? This Is What You Would Have Missed.  ,1870.0,1870.0,30.0,0.016042780748663103,0.020769395478356222
7620,2184,Your Special Child May Be Way More Special Than You Even Realize ,1763.0,1763.0,16.0,0.009075439591605219,0.021396839583979015
7621,2184,A Lot Of Parents May Have Given Up On Her. This Is Why Hers Did Not.  ,1986.0,1986.0,40.0,0.02014098690835851,0.02213756234215069
7622,2184,"When Special-Needs Children Are Given What They Need, The Results Can Be Spectacular   ",1940.0,1940.0,32.0,0.016494845360824743,0.013593102771452712
7639,2189,Watch A Famous Actor Realize What Society Does To Women And Then Lose It,2748.0,2748.0,216.0,0.07860262008733625,0.03691684892653571
7640,2189,Dustin Hoffman Breaks Down While Trying To Explain Why He Thinks About Women The Way He Does,2832.0,2832.0,194.0,0.06850282485875706,0.06034298555617399
7641,2189,"If You Want To Know What It's Like To Be Born A Woman, Ask Dustin Hoffman. Just Try Not To Cry.",2691.0,2691.0,182.0,0.06763285024154589,0.04086179745305618
7662,2195,"DUH: What This Comedian Says Will Not Only Make You Laugh, It'll Make You Applaud Common Sense ",2728.0,2728.0,129.0,0.04728739002932551,0.02050277599258278
7663,2195,"If I Ever Hit On A Straight Guy, I Would Want Him To Be Just Like This Comedian ",2757.0,2757.0,145.0,0.05259339862169024,0.026547139473009587
7664,2195,This May Be One Of The First Times I've Agreed With A Straight Guy On What To Do With Gays ,2911.0,2911.0,145.0,0.0498110614908966,0.02088132407721305
7665,2195,It's Always Nice To See A Straight Guy Lay Down Some Gay Common Sense ,2557.0,2557.0,115.0,0.0449745795854517,0.029707084203706255
7695,2203,"He Is His Best Friends Eyes. His Best Friend Is His Legs. Together, They Are Unstoppable.",2193.0,2193.0,36.0,0.016415868673050615,0.014774943074449324
7696,2203,Well This Is Basically One Of The Most Inspiring Stories Ever. Grab Your Kleenex.,2633.0,2633.0,87.0,0.03304215723509305,0.011165090653022642
7697,2203,A Wrestler Who Couldn't Walk And His Best Friend Who Couldn't See Decided To Blow Your Mind,2134.0,2134.0,47.0,0.022024367385192128,0.020088456583764472
7698,2203,Meet The 2 Dudes Who Didn't Let A Little Blindness And The Lack Of Legs Stop Them From Being Awesome,2080.0,2080.0,42.0,0.020192307692307693,0.011765517127160684
7735,2215,That Awkward Moment When You Realize It Takes Almost Nothing To Fix Food In America,2732.0,2732.0,76.0,0.027818448023426062,0.010418824015007015
7736,2215,What If The Best Way To Change What We Eat Is To Change What We Grow?,2940.0,2940.0,42.0,0.014285714285714285,0.005116840742780845
7737,2215,"Infographic: It's Not You, It's The Food System That's Unhealthy",3030.0,3030.0,60.0,0.019801980198019802,0.016818153900817506
7738,2215,"Hey I Have An Idea, Let's Not Allocate 98% Of Our Farmland To Growing This",2867.0,2867.0,70.0,0.024415765608650157,0.01582633736388312
7743,2217,"If This Is What Socialized Medicine Looks Like, Count Me In!",2874.0,2874.0,52.0,0.018093249826026444,0.014379065349833861
7744,2217,"Everything Sounds 450% More Sinister In A German Accent, But What He's Describing Is Vonderful",3101.0,3101.0,62.0,0.0199935504675911,0.004449512450352407
7745,2217,"The Next Time Someone Tells You To Be Afraid Of Socialized Medicine, Show Them Why They're Wrong",3018.0,3018.0,86.0,0.028495692511597084,0.014127343472164915
7746,2217,WATCH: The People Who Invented Health Care Are Basically Telling Us We're Doing It Wrong,2525.0,2525.0,37.0,0.014653465346534653,0.00855160298708233
7785,2228,"Oliver Stone Isn’t About To Let Government Trample His Civil Liberties, And He Wants You To Join Him",2711.0,2711.0,30.0,0.011066027296200664,0.01
7786,2228,"One Of America’s Most Famous Veterans Has No Interest In Protecting Us From The Enemy At All Costs
",2782.0,2782.0,38.0,0.013659237958303379,0.019261581708766688
7877,2253,"Do You Understand These Two Words? Here, Let Stephen Fry Break It Down To You.",2498.0,2498.0,49.0,0.019615692554043235,0.0219879171210579
7878,2253,"These Two Words Could Change Your Country, Too",2633.0,2633.0,30.0,0.01139384732244588,0.009281265358595383
7879,2253,WOW: How One Country Is Sending Two Powerful Words To Their Leaders,2771.0,2771.0,21.0,0.007578491519307109,0.0120044483112528
7880,2253,"Don’t Be Distracted By The Wondrous British Accents. Just Listen To These Two Words.
",2636.0,2636.0,78.0,0.02959028831562974,0.018320197508004368
7930,2267,"Congressmen Send Error-Filled, Rhetoric-Laced Letter To Coworkers. Appropriate Response Ensues.",2726.0,2726.0,76.0,0.027879677182685254,0.030580201910703153
7931,2267,"If You're Gonna Send An Immature Letter To Your Fellow Congresscritters, Expect A Response Like This",2719.0,2719.0,98.0,0.03604266274365576,0.029706639076033815
7932,2267,"Ladies And Gentleman, Say Hello To The Hilarious Reason Why Nothing Good Ever Happens In Congress",2887.0,2887.0,104.0,0.03602355386214063,0.02085977930325078
7943,2271,A 12-Year-Old Egyptian Boy Flabbergasts An Interviewer. They Weren't Expecting A Political Genius.,2743.0,2743.0,161.0,0.05869485964272694,0.0280407534904393
7944,2271,A 12-Year-Old Political Genius Is In The Right Place At The Right Time,2839.0,2839.0,55.0,0.019373018668545263,0.012112562671338685
7945,2271,12-Year-Old Political Whiz Kid Verbally Demolishes An Egyptian Political Group,2793.0,2793.0,71.0,0.025420694593626926,0.020120340096187656
7987,2282,Congressman Responds Like A Real Person Would After Getting A Really Inane Letter From His Coworkers,2584.0,2584.0,106.0,0.04102167182662539,0.024482436239859143
7988,2282,Congressman Responds Like A Real Human Would After Getting A Really Inane Letter From His Coworkers,2769.0,2769.0,108.0,0.0390032502708559,0.024212128036789068
7989,2282,Congressman Responds Like A Real Person Would After Getting A Really Dumb Letter From His Coworkers,2822.0,2822.0,113.0,0.04004252303330971,0.024044650224493425
8015,2289,"A Little Kid Talks To Ashton Kutcher... Wait, Where Are You Going? I Promise Its A Good Thing.",2284.0,2284.0,75.0,0.03283712784588441,0.028038884273041735
8016,2289,"A Kid Talks To Ryan Lochte About Grammar... Wait, Where Are You Going? I Promise Its A Good Thing.",1829.0,1829.0,59.0,0.03225806451612903,0.017956818224017658
8017,2289,"A Little Kid Talks To A D-List Celebrity... Wait, Where Are You Going? I Promise Its A Good Thing.",2385.0,2385.0,70.0,0.029350104821802937,0.013378671559677615
8059,2302,"If You Can Make It To The 5-Minute Mark Without Crying, Something Might Be Wrong With You
",2548.0,2548.0,90.0,0.03532182103610675,0.023587105038920073
8060,2302,"The Stunning Performance That Left Every Single Person In The Audience In Tears
",2646.0,2646.0,104.0,0.039304610733182165,0.03159793357675446
8061,2302,"If You Can Make It To The 5-Minute Mark Without Crying, Something’s Wrong",2642.0,2642.0,98.0,0.03709311127933384,0.022553831676502413
8129,2320,"After Seeing This Trailer, You'd Think Only Stereotypes Can Save The World",2683.0,2683.0,19.0,0.007081625046589639,0.011367249865744378
8130,2320,ONE Video Reveals The Truth Behind American Movie Stereotypes,2667.0,2667.0,33.0,0.012373453318335208,0.0194213376374004
8131,2320,"One Man, One Mission, And The One Way Movie Executives Assume We Think ",2622.0,2622.0,31.0,0.011823035850495805,0.01937869163182237
8144,2324,"The Song That Should Be On Every Station In America This Week
",2814.0,2814.0,71.0,0.02523098791755508,0.020421874528153226
8146,2324,"If Your Heart Is Broken For Trayvon Martin, Here Is A Small Bit Of Solace
",2880.0,2880.0,99.0,0.034375,0.033033576217134625
8220,2343,"If You Give A Mouse A Cookie, He's Going To Want Some More Diversity To Go With It",3029.0,3029.0,42.0,0.013865962363816441,0.001068986082274695
8222,2343,"Brown Bear. Brown Bear. What Do You See?  Well, Apparently Not You.",2698.0,2698.0,26.0,0.009636767976278725,0.020479774926098527
8223,2343,This Is Scary: What Percent Of Children's Books Are About People Of Color? ,2721.0,2721.0,46.0,0.016905549430356485,0.018914992803918354
8276,2358,Put A Cape On This Guy Because The Way He Fights This Monster Is Superhuman,2811.0,2811.0,139.0,0.049448594806118816,0.009379768483322531
8277,2358,Put A Cape On This Guy Because The Way He Fights This Beast Is Superhuman,2695.0,2695.0,95.0,0.03525046382189239,0.012403403360277284
8278,2358,Put A Cape On This Guy Because The Way He Fights His Demons Is Heroic,2929.0,2929.0,120.0,0.04096961420279959,0.015493888495545288
8287,2361,STOP: We’re Taking A Stand Against This Fast (Food) Growing Problem,2740.0,2740.0,32.0,0.01167883211678832,0.01736527397973337
8288,2361,"I’d Like A Bag Of Fries, A Coke, And This Massive Injustice Sorted Out By The Time I Pick It Up
",3077.0,3077.0,42.0,0.013649658758531037,0.018865724665217257
8289,2361,"Can You Give Me Cheese Burger, A Coke, And A Side Of Fairness. Hold The Injustice.
",2781.0,2781.0,20.0,0.00719165767709457,0.00904178425861121
8290,2361,"What You Spend On Lunch Is Probably The Same Amount The People Who Made Your Lunch Are Fighting For
",2792.0,2792.0,33.0,0.01181948424068768,0.009350688780018948
8311,2367,Which Half Of This Video Do You Agree With? Please Tell Me It’s The Second Half.,2892.0,2892.0,22.0,0.007607192254495159,0.029046386140252255
8312,2367,"WOW: One Voice That Speaks For An Entire Generation Beautifully
",2385.0,2385.0,33.0,0.013836477987421384,0.014814791606965118
8313,2367,If Only You Could Rewind All Videos So They Turned Out As Good As This,2566.0,2566.0,36.0,0.014029618082618862,0.017346480266261337
8314,2367,"Wow: Watch The Words Scroll Down And (Kinda) Transform Before Your Eyes
",2838.0,2838.0,51.0,0.017970401691331923,0.022783704509244815
8363,2381,"After 30 Years Of 16 Hours Away From His Family Everyday, This Is The Memory One Father Left His Son
",3587.0,3587.0,97.0,0.027042096459436855,0.01789889872261944
8497,2418,It's Rare That The Daily Show Slips Out Of Satire And Into Anger. This Is One Of Those Times. ,2889.0,2889.0,305.0,0.10557286258220838,0.043850649037296116
8529,2426,It's Important To Remember How Bad Governments USED To Be,2590.0,2590.0,36.0,0.013899613899613899,0.005921378579932367
8530,2426,"It's Hard To Believe, But There Used To Be A Worse Way To 'Elect A President'",2636.0,2636.0,28.0,0.010622154779969651,0.0073987419214971255
8531,2426,Fed Up With Our Government? Here's A Group Of People Who Feel Your Pain.,2685.0,2685.0,29.0,0.01080074487895717,0.008412432118714598
8532,2426,The Government That America Desperately Wanted To Get Away From,2775.0,2775.0,35.0,0.012612612612612612,0.003152822649556145
8582,2440,MUST WATCH: The Video CNBC Is Trying To Hide From The Entire Internet,2636.0,2636.0,103.0,0.039074355083459786,0.0353925803733803
8583,2440,MUST WATCH: The Video CNBC TRIED To Hide From The Internet. Have They Met The Internet Before?,2757.0,2757.0,117.0,0.042437431991294884,0.032392732255843874
8606,2446,"Why One Man Walked Out His House, Got In His Car, And Drove Off. With A Loaded Rifle In The Trunk. 
",3649.0,3649.0,73.0,0.020005480953685942,0.019554189579151095
8607,2446,He Realized He Needed Help When He’d Become The Opposite Of Everything He Stood For,3599.0,3599.0,55.0,0.015282022784106696,0.0133573639992608
